date_time,town,title,price,beds,sqft,url
2022-07-07 13:12, (Ukrainian Village),Hot 3BR/3BA DPLX w/ Prkg Incl-HEF||WF|SS|Unit WD|Pets OK|Location!,3400,3,2050.0,https://chicago.craigslist.org/chc/apa/d/chicago-hot-3br-3ba-dplx-prkg-incl/7505917544.html
2022-07-07 13:06, (West Town),Duplex apartment,1650,4,,https://chicago.craigslist.org/chc/apa/d/chicago-duplex-apartment/7505914078.html
2022-07-07 13:05, (Roscoe Village),HUGE UPDATED 4BR/2BA in Roscoe Village!,3500,4,1360.0,https://chicago.craigslist.org/chc/apa/d/chicago-huge-updated-4br-2ba-in-roscoe/7505913786.html
2022-07-07 13:05, (Chicago),5326-5336 S. Greenwood Avenue 5330-205,1995,2,858.0,https://chicago.craigslist.org/chc/apa/d/chicago-greenwood-avenue/7505913805.html
2022-07-07 13:01, (Far north/WRogersPk/chicago),NOBODY ON YOUR HEAD !!! Third floor one bedroom heated - $1075,1075,1,640.0,https://chicago.craigslist.org/chc/apa/d/chicago-nobody-on-your-head-third-floor/7505911708.html
2022-07-07 13:01, (Avondale),AVONDALE: NEWLY RENOVATED 1 BEDROOM - W/D IN UNIT - BACK YARD,1525,1,,https://chicago.craigslist.org/chc/apa/d/chicago-avondale-newly-renovated/7505911698.html
2022-07-07 13:00, (Humboldt Park),"Rent an Entire House - 3 bed, 2 bath - parking included",2500,3,1800.0,https://chicago.craigslist.org/chc/apa/d/chicago-rent-an-entire-house-bed-bath/7505911118.html
2022-07-07 12:56, (Bucktown),"Gorgeous Gut Renovation, 3 bed 1 bath, Garage Parking Available!",2450,3,,https://chicago.craigslist.org/chc/apa/d/chicago-gorgeous-gut-renovation-bed/7505908603.html
2022-07-07 12:53, (North Center),Top Floor 1 Bedroom + Den,1200,1,,https://chicago.craigslist.org/chc/apa/d/chicago-top-floor-bedroom-den/7505907346.html
2022-07-07 12:51, (Grifith IN),House for rent 2 bedroom 3rd optional 1 bathroom,1600,2,1575.0,https://chicago.craigslist.org/nwi/apa/d/griffith-house-for-rent-bedroom-3rd/7505906203.html
2022-07-07 12:51, (Chicago in Pilsen near UIC),2BR/1BA for Rent,1350,2,700.0,https://chicago.craigslist.org/chc/apa/d/chicago-2br-1ba-for-rent/7505906085.html
2022-07-07 12:50, (Naperville),Townhouse For Rent,2000,2,1510.0,https://chicago.craigslist.org/wcl/apa/d/eola-townhouse-for-rent/7505905914.html
2022-07-07 12:49, (East East Garfield Park / West West Town),Vintage Charm with Modern Amenities - No Security Deposit,1499,3,1059.0,https://chicago.craigslist.org/chc/apa/d/chicago-vintage-charm-with-modern/7505905306.html
